"","Season","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Player-additional"
"17361","2017-2018","Jason Terry","SG",40,"MIL",51,814,8.1,0.525,0.747,0.058,0.7,6.2,3.5,9.7,2.6,1.4,13.7,10.1,0.1,0.6,0.7,0.042,-2.6,0.6,-2,0,"terryja01"
"17362","2017-2018","Daniel Theis","C",25,"BOS",63,936,16.1,0.616,0.249,0.348,10.7,21.2,16,9.1,1.6,4.3,17.2,15.5,1.6,1.9,3.5,0.178,-2,2.3,0.3,0.5,"theisda01"
"17363","2017-2018","Isaiah Thomas","PG",28,"TOT",32,862,12.6,0.508,0.447,0.311,2.2,6.3,4.2,27.1,0.8,0.3,16.6,28.8,-0.1,0.3,0.2,0.009,-0.9,-3.9,-4.9,-0.6,"thomais02"
"17364","2017-2018","Isaiah Thomas","PG",28,"CLE",15,406,12.3,0.493,0.448,0.351,2,6.5,4.3,25.1,1.1,0.4,15.5,28.9,-0.1,0.1,-0.1,-0.008,-1.2,-3.6,-4.8,-0.3,"thomais02"
"17365","2017-2018","Isaiah Thomas","PG",28,"LAL",17,456,12.8,0.52,0.445,0.278,2.4,6,4.2,28.8,0.6,0.2,17.5,28.7,0,0.2,0.2,0.024,-0.7,-4.2,-4.9,-0.3,"thomais02"
"17366","2017-2018","Lance Thomas","PF",29,"NYK",73,1353,6.3,0.513,0.464,0.199,3.6,10.7,7.2,4.2,1.1,0.9,12.1,10.7,0.3,0.6,0.9,0.031,-3.2,-0.5,-3.7,-0.6,"thomala01"
"17367","2017-2018","Klay Thompson","SG",27,"GSW",73,2506,16,0.598,0.442,0.083,1.5,10.3,6.2,11.2,1.1,1.1,9.5,23.7,3.1,1.8,4.9,0.094,1.7,-2.1,-0.4,1,"thompkl01"
"17368","2017-2018","Tristan Thompson","C",26,"CLE",53,1072,13.6,0.569,0,0.336,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,1.8,0.7,2.5,0.113,-1,-1.9,-2.9,-0.2,"thomptr01"
"17369","2017-2018","Sindarius Thornwell","SG",23,"LAC",73,1156,8.2,0.519,0.262,0.378,3.2,10,6.7,7.8,2,1.8,16.3,12.1,0.1,0.9,1,0.041,-3.4,1,-2.4,-0.1,"thornsi01"
"17370","2017-2018","Anthony Tolliver","PF",32,"DET",79,1757,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,1.2,-0.3,0.9,1.3,"tollian01"
"17371","2017-2018","Karl-Anthony Towns","C",22,"MIN",82,2918,24.9,0.646,0.243,0.343,9.3,30.9,20,10.8,1.1,3.5,10.5,22.9,10.6,3.4,14,0.23,4.9,0.2,5.1,5.2,"townska01"
"17372","2017-2018","P.J. Tucker","PF",32,"HOU",82,2281,8.3,0.537,0.703,0.136,4.6,17.8,11.3,4.6,1.7,1,13.7,10.5,1,3,3.9,0.082,-1.9,0.8,-1.1,0.5,"tuckepj01"
"17373","2017-2018","Evan Turner","SF",29,"POR",79,2034,9.9,0.52,0.229,0.185,1.6,11.4,6.5,12.4,1.1,1.2,13.7,15.6,0.5,2.1,2.6,0.061,-2.9,0.4,-2.5,-0.3,"turneev01"
"17374","2017-2018","Myles Turner","C",21,"IND",65,1836,16.6,0.567,0.246,0.322,5.8,19.8,12.8,7,1,5.7,11.6,20,2.2,2.5,4.7,0.122,-0.6,0.4,-0.2,0.8,"turnemy01"
"17375","2017-2018","Ekpe Udoh","C",30,"UTA",63,810,15.2,0.56,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,1.3,1.8,3.2,0.187,-1.3,4.4,3.1,1.1,"udohek01"
"17376","2017-2018","Tyler Ulis","PG",22,"PHO",71,1658,10.1,0.465,0.265,0.183,1.5,6.8,4.1,28,2,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-3,-1.4,-4.4,-1,"ulisty01"
"17377","2017-2018","Jonas Valančiūnas","C",25,"TOR",77,1727,22.5,0.628,0.108,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,4.6,3,7.6,0.21,2.4,0,2.4,1.9,"valanjo01"
"17378","2017-2018","Denzel Valentine","SG",24,"CHI",77,2095,12.1,0.527,0.513,0.071,2.4,18.3,10.1,17.8,1.5,0.5,11.8,17.5,1,1.5,2.5,0.057,-1,0,-1,0.5,"valende01"
"17379","2017-2018","Fred VanVleet","PG",23,"TOR",76,1520,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1,11.2,19.1,2.7,2,4.7,0.149,1.4,1,2.4,1.7,"vanvlfr01"
"17380","2017-2018","Rashad Vaughn","SG",21,"TOT",28,212,9.3,0.546,0.661,0.107,1.6,9.8,5.7,8.7,1.2,1.2,9.3,13.7,0.1,0.1,0.2,0.05,-1.3,-1.4,-2.6,0,"vaughra01"
"17381","2017-2018","Rashad Vaughn","SG",21,"MIL",22,173,11.1,0.56,0.7,0.12,1.4,10.1,5.8,9.9,1.2,1.5,7.1,14.8,0.2,0.1,0.3,0.073,-0.1,-1.2,-1.3,0,"vaughra01"
"17382","2017-2018","Rashad Vaughn","SG",21,"BRK",1,4,4.1,NA,NA,NA,0,0,0,31.7,0,0,NA,0,0,0,0,0.106,-5,-0.2,-5.3,0,"vaughra01"
"17383","2017-2018","Rashad Vaughn","SG",21,"ORL",5,35,1.1,0.417,0.333,0,3.1,9.5,6.3,0,1.4,0,25,10.1,-0.1,0,-0.1,-0.07,-6.8,-2.2,-9,-0.1,"vaughra01"
"17384","2017-2018","Noah Vonleh","PF",22,"TOT",54,875,12.8,0.509,0.282,0.248,8.5,30.2,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.6,0.09,-1.1,-0.2,-1.3,0.2,"vonleno01"
"17385","2017-2018","Noah Vonleh","PF",22,"POR",33,476,12,0.543,0.063,0.323,8.1,30,19.1,3.8,0.6,1.9,12,11.5,0.4,0.7,1.2,0.117,-1.5,0.6,-0.9,0.1,"vonleno01"
"17386","2017-2018","Noah Vonleh","PF",22,"CHI",21,399,13.9,0.484,0.435,0.196,9.1,30.4,19.3,8,1.6,1.3,9.6,18.1,0,0.4,0.5,0.059,-0.6,-1.2,-1.7,0,"vonleno01"
"17387","2017-2018","Nikola Vučević","C",27,"ORL",57,1683,19.7,0.533,0.243,0.112,6.6,27.8,17.1,19.9,1.6,3,11,25.9,1.3,2.3,3.6,0.102,1.7,1,2.7,2,"vucevni01"
"17388","2017-2018","Dwyane Wade","SG",36,"TOT",67,1536,15,0.5,0.163,0.277,3.7,14.6,9.2,23.5,2,2.6,15.5,26.2,-0.4,1.6,1.1,0.036,-0.9,-0.1,-1,0.4,"wadedw01"
"17389","2017-2018","Dwyane Wade","SG",36,"CLE",46,1069,15.9,0.519,0.161,0.308,4.2,14.7,9.5,23.3,1.9,2.5,15.7,24.3,0.4,0.9,1.3,0.057,-0.1,-0.1,-0.2,0.5,"wadedw01"
"17390","2017-2018","Dwyane Wade","SG",36,"MIA",21,467,13.1,0.465,0.166,0.223,2.6,14.4,8.5,23.9,2,2.7,15,30.7,-0.8,0.7,-0.1,-0.014,-2.8,0,-2.8,-0.1,"wadedw01"
"17391","2017-2018","Dion Waiters","SG",26,"MIA",30,918,10.5,0.487,0.415,0.168,1,8.5,4.7,19.8,1.3,0.8,13.7,25,-0.7,0.8,0.1,0.004,-2.1,-1.4,-3.5,-0.4,"waitedi01"
"17392","2017-2018","Kemba Walker","PG",27,"CHO",80,2736,20.6,0.572,0.441,0.308,1.2,8.7,4.9,27.4,1.6,0.7,10.4,27.4,6.5,2,8.6,0.15,4.7,-0.7,4,4.2,"walkeke02"
"17393","2017-2018","John Wall","PG",27,"WAS",41,1410,19.1,0.515,0.25,0.361,1.8,10.2,6,44.5,2,2.8,17,29.1,1.2,1.5,2.7,0.092,3.5,-0.5,3,1.8,"walljo01"
"17394","2017-2018","Tyrone Wallace","PG",23,"LAC",30,851,10.1,0.517,0.162,0.316,2.7,10.7,6.8,11.8,1.5,1.3,14.1,16.6,0.2,0.5,0.7,0.042,-3.1,-0.4,-3.5,-0.3,"wallaty01"
"17395","2017-2018","Derrick Walton","PG",22,"MIA",16,147,11.2,0.525,0.68,0.24,1.5,10.7,6.1,14.6,2.4,1.7,6.7,9.1,0.2,0.2,0.4,0.128,-1.1,2.4,1.3,0.1,"waltode01"
"17396","2017-2018","Jameel Warney","PF",24,"DAL",3,27,22.5,0.599,0,0.417,15.9,21.3,18.5,0,0,0,6.6,25.6,0.1,0,0.1,0.157,2.5,-2.7,-0.2,0,"warneja01"
"17397","2017-2018","T.J. Warren","SF",24,"PHO",65,2142,17.6,0.541,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,2.6,0.8,3.4,0.077,0.8,-1.6,-0.7,0.7,"warretj01"
"17398","2017-2018","Travis Wear","SF",27,"LAL",17,228,6.9,0.497,0.653,0.111,0,17.6,8.9,4.2,0.8,1.8,7.4,15.2,0,0.2,0.2,0.042,-3.7,0,-3.7,-0.1,"weartr01"
"17399","2017-2018","James Webb III","SF",24,"BRK",10,120,2.2,0.333,0.792,0,7,14.3,10.6,4.5,0.4,0,14.3,10.1,-0.1,0,-0.1,-0.041,-5.5,-2.8,-8.3,-0.2,"webbja01"
"17400","2017-2018","Briante Weber","PG",25,"TOT",18,237,10.1,0.527,0.256,0.233,3.8,13.1,8.4,13.1,3.8,1.9,24,11.7,0,0.4,0.4,0.072,-4.1,2.8,-1.3,0,"weberbr01"
"17401","2017-2018","Briante Weber","PG",25,"HOU",13,118,11.1,0.547,0.409,0.182,2.9,14.2,8.6,15.2,4.2,2.2,22.8,11.5,0.1,0.2,0.3,0.119,-3.1,4.6,1.5,0.1,"weberbr01"
"17402","2017-2018","Briante Weber","PG",25,"MEM",5,119,9.2,0.508,0.095,0.286,4.8,11.9,8.3,11.1,3.4,1.6,25.3,11.9,-0.1,0.1,0.1,0.024,-5,1,-4,-0.1,"weberbr01"
"17403","2017-2018","David West","C",37,"GSW",73,999,20.9,0.6,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,1.8,1.7,3.5,0.168,0.7,2.5,3.1,1.3,"westda01"
"17404","2017-2018","Russell Westbrook","PG",29,"OKC",80,2914,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,10.1,0.166,4.8,1.5,6.3,6.1,"westbru01"
"17405","2017-2018","Andrew White","SF",24,"ATL",15,209,5.8,0.461,0.671,0.055,2.1,16,9.1,4.3,0.7,0.4,9.7,17.3,-0.2,0.1,-0.1,-0.034,-3.4,-2.1,-5.5,-0.2,"whitean01"
"17406","2017-2018","Derrick White","PG",23,"SAS",17,139,15.9,0.646,0.394,0.606,4,16.9,10.4,9.3,1.5,1.8,12.6,15.4,0.3,0.2,0.5,0.17,0.8,1.5,2.3,0.2,"whitede01"
"17407","2017-2018","Okaro White","PF",25,"MIA",6,80,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.096,-1,0.3,-0.7,0,"whiteok01"
"17408","2017-2018","Isaiah Whitehead","PG",22,"BRK",16,180,11.5,0.53,0.209,0.221,2.3,13.1,7.7,19.6,2.2,0.8,20.3,28.5,-0.3,0.2,-0.1,-0.035,-3.4,-0.4,-3.8,-0.1,"whiteis01"
"17409","2017-2018","Hassan Whiteside","C",28,"MIA",54,1364,24.1,0.573,0.003,0.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,2.3,3,5.3,0.187,1.5,1.1,2.6,1.6,"whiteha01"
"17410","2017-2018","Andrew Wiggins","SF",22,"MIN",82,2979,13,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-0.8,-1.7,-2.4,-0.3,"wiggian01"
"17411","2017-2018","Jacob Wiley","PF",23,"BRK",5,33,8.2,0.41,0.5,0.5,6.4,29.2,17.7,8,1.5,0,0,6.4,0,0,0.1,0.094,-3.6,1.4,-2.3,0,"wileyja01"
"17412","2017-2018","Damien Wilkins","SF",38,"IND",19,152,4.9,0.405,0.462,0.103,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.2,-1.9,-6.1,-0.2,"wilkida02"
"17413","2017-2018","Alan Williams","PF",25,"PHO",5,70,9.3,0.455,0,0.5,4.5,29.5,16.8,16.3,3.4,1.2,24.2,17.5,-0.1,0.1,0,-0.004,-7.3,2.3,-5,-0.1,"willial03"
"17414","2017-2018","C.J. Williams","SG",27,"LAC",38,707,9.5,0.512,0.396,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-2.8,0.7,-2.1,0,"willicj01"
"17415","2017-2018","Derrick Williams","PF",26,"LAL",2,9,-3.2,0.25,0.5,0,0,11.7,5.9,0,0,0,0,18.9,0,0,0,-0.191,-9.8,-7,-16.8,0,"willide02"
"17416","2017-2018","Lou Williams","SG",31,"LAC",79,2589,20.2,0.574,0.387,0.367,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,4.2,-1.8,2.3,2.8,"willilo02"
"17417","2017-2018","Marvin Williams","PF",31,"CHO",78,2006,13.9,0.603,0.542,0.218,3.9,16.2,10,7,1.4,1.6,9.7,14.8,3.1,1.9,5,0.119,0.6,0.3,1,1.5,"willima02"
"17418","2017-2018","Matt Williams","SG",24,"MIA",3,11,-0.7,0.417,0.833,0,0,10.2,5.1,0,0,0,14.3,28.6,-0.1,0,0,-0.197,-7,-4.2,-11.2,0,"willima05"
"17419","2017-2018","Troy Williams","SF",23,"TOT",21,307,15.1,0.544,0.349,0.275,8,14.8,11.4,7.7,3.2,1.1,13.5,20.1,0.2,0.4,0.5,0.085,-1,0.5,-0.5,0.1,"willitr02"
"17420","2017-2018","Troy Williams","SF",23,"HOU",4,17,-2.4,0.242,0.556,0.333,6.7,19.7,13.3,8.6,2.9,0,8.8,29.4,-0.1,0,-0.1,-0.26,-12.4,-3.3,-15.7,-0.1,"willitr02"
"17421","2017-2018","Troy Williams","SF",23,"NYK",17,290,16.2,0.572,0.33,0.27,8.1,14.5,11.3,7.7,3.2,1.2,13.9,19.6,0.3,0.3,0.6,0.105,-0.3,0.7,0.4,0.2,"willitr02"
"17422","2017-2018","D.J. Wilson","PF",21,"MIL",22,71,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0,0.1,0.1,0.054,-2,0,-2,0,"wilsodj01"
"17423","2017-2018","Jamil Wilson","SF",27,"LAC",15,274,11.4,0.634,0.778,0.049,1.2,11.5,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.5,0.096,0,0.2,0.2,0.2,"wilsoja02"
"17424","2017-2018","Justise Winslow","PF",21,"MIA",68,1680,11.5,0.496,0.264,0.213,4.3,20.5,12.4,13,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.2,1.1,-1.1,0.4,"winslju01"
"17425","2017-2018","Jeff Withey","C",27,"DAL",9,39,8.3,0.444,0.625,0.125,2.8,26.6,14.2,0,0,6.8,10.6,22,-0.1,0.1,0,-0.054,-4.4,-0.6,-5,0,"witheje01"
"17426","2017-2018","Nate Wolters","PG",26,"UTA",5,19,-2.9,0.167,0,0,6,5.9,6,7.1,0,0,0,14.2,-0.1,0,-0.1,-0.137,-9.4,-3.4,-12.8,-0.1,"woltena01"
"17427","2017-2018","Brandan Wright","PF",30,"TOT",28,381,19,0.596,0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,1.1,1,2.1,0.4,"wrighbr03"
"17428","2017-2018","Brandan Wright","PF",30,"MEM",27,366,19.3,0.595,0,0.333,9.9,19.7,14.7,5.8,1.8,6.4,6.6,14.9,0.8,0.5,1.2,0.163,1.2,1,2.3,0.4,"wrighbr03"
"17429","2017-2018","Brandan Wright","PF",30,"HOU",1,15,11.3,0.667,0,0,7.6,7.5,7.5,0,0,5.7,0,8.8,0,0,0,0.157,-1.5,0.3,-1.2,0,"wrighbr03"
"17430","2017-2018","Delon Wright","PG",25,"TOR",69,1433,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,2.5,2.1,4.5,0.152,1.4,1.8,3.3,1.9,"wrighde01"
"17431","2017-2018","Guerschon Yabusele","PF",22,"BOS",33,235,12.3,0.559,0.607,0.361,8,16.1,12.1,10,0.9,1.8,14.5,15.7,0.3,0.3,0.6,0.122,-1.4,0.2,-1.2,0,"yabusgu01"
"17432","2017-2018","James Young","SG",22,"PHI",6,61,4.6,0.511,0.714,0.429,0,3.4,1.8,4.3,0,0,5.7,12.3,0,0,0.1,0.041,-4.5,-2.4,-6.9,-0.1,"youngja01"
"17433","2017-2018","Joe Young","PG",25,"IND",53,558,10.1,0.521,0.355,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18,0.1,0.4,0.5,0.043,-2.3,-1.2,-3.5,-0.2,"youngjo01"
"17434","2017-2018","Nick Young","SG",32,"GSW",80,1393,10,0.562,0.668,0.133,1.7,7.9,5,3.5,1.3,0.4,7,17.5,0.8,0.9,1.7,0.059,-1.6,-1.9,-3.5,-0.5,"youngni01"
"17435","2017-2018","Thaddeus Young","PF",29,"IND",81,2607,14.8,0.528,0.209,0.106,8,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.101,-0.2,0.4,0.2,1.4,"youngth01"
"17436","2017-2018","Cody Zeller","C",25,"CHO",33,627,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,1.2,0.7,1.9,0.145,-1.2,0,-1.2,0.1,"zelleco01"
"17437","2017-2018","Tyler Zeller","C",28,"TOT",66,1109,16,0.598,0.084,0.237,11,19.4,15.2,6.7,0.7,2.5,11.3,16.4,2,0.9,2.9,0.126,-0.5,-0.9,-1.4,0.2,"zellety01"
"17438","2017-2018","Tyler Zeller","C",28,"BRK",42,703,15.3,0.587,0.114,0.262,9.4,20,14.7,6.5,0.6,2.2,12.1,17.9,1,0.6,1.5,0.105,-0.7,-0.4,-1,0.2,"zellety01"
"17439","2017-2018","Tyler Zeller","C",28,"MIL",24,406,17.1,0.622,0.019,0.181,13.6,18.4,16,7,0.9,2.9,9.6,13.9,1.1,0.3,1.4,0.163,-0.3,-1.8,-2.1,0,"zellety01"
"17440","2017-2018","Paul Zipser","SF",23,"CHI",54,824,5.2,0.445,0.47,0.107,1.6,16,8.5,8,1.2,1.6,14.9,15.2,-1.1,0.6,-0.6,-0.034,-5.5,-0.5,-6.1,-0.8,"zipsepa01"
"17441","2017-2018","Ante Žižić","C",21,"CLE",32,214,24.2,0.746,0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1,0.231,1.9,-0.9,1,0.2,"zizican01"
"17442","2017-2018","Ivica Zubac","C",20,"LAL",43,410,15.3,0.557,0.008,0.418,11.8,20.1,16,8.8,0.9,3,15.3,17.6,0.5,0.5,1,0.118,-1.8,-0.3,-2,0,"zubaciv01"
"17443","2018-2019","Álex Abrines","SG",25,"OKC",31,588,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-3.7,0.4,-3.3,-0.2,"abrinal01"
"17444","2018-2019","Quincy Acy","PF",28,"PHO",10,123,2.9,0.379,0.833,0.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,-0.1,0,-0.1,-0.022,-7.6,-0.5,-8.1,-0.2,"acyqu01"
"17445","2018-2019","Jaylen Adams","PG",22,"ATL",34,428,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2,"adamsja01"
"17446","2018-2019","Steven Adams","C",25,"OKC",80,2669,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2,2.4,12.6,16.4,5.1,4,9.1,0.163,0.7,0.4,1.1,2.1,"adamsst01"
"17447","2018-2019","Bam Adebayo","C",21,"MIA",82,1913,17.9,0.623,0.031,0.465,9.2,24,16.6,14.2,1.8,3,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8,"adebaba01"
"17448","2018-2019","Deng Adel","SF",21,"CLE",19,194,2.7,0.424,0.639,0.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,-0.2,0,-0.2,-0.054,-5.9,-1.6,-7.5,-0.3,"adelde01"
"17449","2018-2019","DeVaughn Akoon-Purcell","SG",25,"DEN",7,22,8.2,0.322,0.4,0.2,4.9,14.8,9.8,37.1,4.5,0,15.5,25,-0.1,0,0,-0.051,-7.9,2.1,-5.8,0,"akoonde01"
"17450","2018-2019","LaMarcus Aldridge","C",33,"SAS",81,2687,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6,"aldrila01"
"17451","2018-2019","Rawle Alkins","SG",21,"CHI",10,120,8.1,0.418,0.308,0.308,9.9,13.7,11.8,15.2,0.4,0,15.3,19,-0.1,0,-0.1,-0.042,-3.8,-3.5,-7.3,-0.2,"alkinra01"
"17452","2018-2019","Grayson Allen","SG",23,"UTA",38,416,7.5,0.516,0.556,0.337,0.8,5.1,3,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0,0.002,-4.2,-2.1,-6.3,-0.5,"allengr01"
"17453","2018-2019","Jarrett Allen","C",20,"BRK",80,2096,18.5,0.632,0.079,0.489,9.6,24,16.8,7.9,1,4.5,13,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,"allenja01"
"17454","2018-2019","Kadeem Allen","PG",26,"NYK",19,416,16.2,0.574,0.255,0.383,2,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1,0.111,0.2,0.3,0.5,0.3,"allenka01"
"17455","2018-2019","Al-Farouq Aminu","PF",28,"POR",81,2292,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6,1.4,1.2,9.7,13.7,3,2.8,5.8,0.121,0.1,0.6,0.7,1.5,"aminual01"
"17456","2018-2019","Justin Anderson","SF",25,"ATL",48,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.4,-0.3,-2.7,-0.1,"anderju01"
"17457","2018-2019","Kyle Anderson","SF",25,"MEM",43,1281,12.8,0.569,0.123,0.232,4.1,18.1,11,15,2.1,2.7,16,12.6,0.8,1.8,2.7,0.1,-1.6,2.4,0.8,0.9,"anderky01"
"17458","2018-2019","Ryan Anderson","PF",30,"TOT",25,322,4.6,0.414,0.58,0.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12,-0.3,0,-0.2,-0.035,-4.5,-1.9,-6.4,-0.4,"anderry01"
"17459","2018-2019","Ryan Anderson","PF",30,"PHO",15,278,4.6,0.423,0.567,0.233,5.5,12.5,9,8.1,0.5,0.3,15.4,12.1,-0.2,0,-0.2,-0.039,-4.5,-1.9,-6.3,-0.3,"anderry01"
"17460","2018-2019","Ryan Anderson","PF",30,"MIA",10,44,4.5,0.354,0.667,0.222,9.7,12.1,10.9,5.8,1.1,0,16.8,11.6,0,0,0,-0.009,-4.6,-1.9,-6.5,0,"anderry01"
"17461","2018-2019","Ike Anigbogu","C",20,"IND",3,6,-6,0,0,0,18.9,36.2,27.7,19.4,0,14.8,25,29.1,-0.1,0,-0.1,-0.48,-14,-2.3,-16.2,0,"anigbik01"
"17462","2018-2019","Giannis Antetokounmpo","PF",24,"MIL",72,2358,30.9,0.644,0.163,0.55,7.3,30,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4,"antetgi01"
"17463","2018-2019","Kostas Antetokounmpo","PF",21,"DAL",2,11,-0.9,0.21,0,1.333,0,9.7,4.9,0,8.8,0,17.4,22.5,-0.1,0,-0.1,-0.247,-12.6,-0.1,-12.7,0,"antetko01"
"17464","2018-2019","Carmelo Anthony","PF",34,"HOU",10,294,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1,"anthoca01"
"17465","2018-2019","OG Anunoby","SF",21,"TOR",67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-2.4,0.1,-2.4,-0.1,"anunoog01"
"17466","2018-2019","Ryan Arcidiacono","PG",24,"CHI",81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-2,0.1,-1.9,0.1,"arcidry01"
"17467","2018-2019","Trevor Ariza","SF",33,"TOT",69,2349,12.1,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052,-0.7,-0.6,-1.3,0.4,"arizatr01"
"17468","2018-2019","Trevor Ariza","SF",33,"PHO",26,884,10.5,0.525,0.612,0.189,2,16.4,9.1,13.5,2.1,0.8,13.7,13.8,0.2,0.5,0.6,0.035,-1.1,0,-1.1,0.2,"arizatr01"
"17469","2018-2019","Trevor Ariza","SF",33,"WAS",43,1465,13,0.538,0.58,0.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,1.1,0.8,1.9,0.062,-0.5,-0.9,-1.4,0.2,"arizatr01"
"17470","2018-2019","D.J. Augustin","PG",31,"ORL",81,2269,15.7,0.616,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5,1.9,6.9,0.146,1.1,-0.7,0.5,1.4,"augusdj01"
"17471","2018-2019","Deandre Ayton","C",20,"PHO",71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2,"aytonde01"
"17472","2018-2019","Dwayne Bacon","SG",23,"CHO",43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3,"bacondw01"
"17473","2018-2019","Marvin Bagley III","PF",19,"SAC",62,1567,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1,3.2,10.7,24.2,2,1.6,3.6,0.11,0.5,-1.5,-1,0.4,"baglema01"
"17474","2018-2019","Ron Baker","SG",25,"TOT",15,152,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2,"bakerro01"
"17475","2018-2019","Ron Baker","SG",25,"NYK",11,107,4.4,0.376,0.563,0.375,1,6,3.4,16.1,2.3,0,13.9,8.6,0,0,0,0.002,-7.7,1.1,-6.6,-0.1,"bakerro01"
"17476","2018-2019","Ron Baker","SG",25,"WAS",4,45,-2,0,1,0,0,9.8,4.8,5.1,1.1,1.9,33.3,5.7,-0.1,0,-0.1,-0.12,-7.9,0,-7.9,-0.1,"bakerro01"
"17477","2018-2019","Wade Baldwin","PG",22,"POR",16,94,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2,"baldwwa01"
